Target,Mail
ham,"['usf', 'guess', 'might', 'well', 'take', 'car']"
ham,"['objection', 'bf', 'coming']"
ham,['thanx']
ham,"['tell', 'rob', 'mack', 'gf', 'theater']"
ham,"['awesome', 'ill', 'see', 'bit']"
ham,"['sent', 'type', 'food', 'like']"
ham,"['done', 'handed', 'celebration', 'full', 'swing', 'yet']"
ham,"['got', 'called', 'tool']"
ham,"['wen', 'u', 'miss', 'someone']"
ham,"['ok', 'asked', 'money', 'far']"
ham,['okie']
ham,"['yeah', 'think', 'usual', 'guy', 'still', 'passed', 'last', 'night', 'get', 'ahold', 'anybody', 'let', 'know', 'ill', 'throw']"
ham,"['k', 'might', 'come', 'tonight', 'class', 'let', 'early']"
ham,['ok']
ham,"['hi', 'baby', 'im', 'cruisin', 'girl', 'friend', 'r', 'u', 'give', 'call', 'hour', 'home', 'thats', 'alright', 'fone', 'fone', 'love', 'jenny', 'xxx']"
ham,"['life', 'mean', 'lot', 'love', 'life', 'love', 'people', 'life', 'world', 'call', 'friend', 'call', 'world', 'ge']"
ham,"['dearshall', 'mail', 'tonitebusy', 'streetshall', 'update', 'tonitethings', 'looking', 'okvarunnathu', 'edukkukayee', 'raksha', 'ollubut', 'good', 'one', 'real', 'sense']"
ham,"['hey', 'told', 'name', 'gautham', 'ah']"
ham,"['haf', 'u', 'found', 'feel', 'stupid', 'da', 'v', 'cam', 'wa', 'working']"
ham,"['oops', 'got', 'bit']"
ham,"['much', 'buzy']"
ham,"['accidentally', 'deleted', 'message', 'resend', 'please']"
spam,"['tmobile', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'pay', 'go', 'sim', 'card', 'loyalty', 'call', 'offer', 'end', 'thfebtcs', 'apply']"
ham,"['unless', 'situation', 'go', 'gurl', 'would', 'appropriate']"
ham,"['hurt', 'tease', 'make', 'cry', 'end', 'life', 'die', 'plz', 'keep', 'one', 'rose', 'grave', 'say', 'stupid', 'miss', 'u', 'nice', 'day', 'bslvyl']"
ham,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']"
ham,"['need', 'coffee', 'run', 'tomocant', 'believe', 'time', 'week', 'already']"
ham,"['awesome', 'remember', 'last', 'time', 'got', 'somebody', 'high', 'first', 'time', 'diesel', 'v']"
ham,"['shit', 'really', 'shocking', 'scary', 'cant', 'imagine', 'second', 'def', 'night', 'u', 'think', 'somewhere', 'could', 'crash', 'night', 'save', 'taxi']"
ham,"['oh', 'way', 'food', 'fridge', 'want', 'go', 'meal', 'tonight']"
ham,"['womdarfull', 'actor']"
spam,"['sm', 'ac', 'blind', 'date', 'u', 'rodds', 'aberdeen', 'united', 'kingdom', 'check', 'httpimg', 'sm', 'acwicmbcktzr', 'blind', 'date', 'send', 'hide']"
ham,"['yup', 'remb', 'think', 'book']"
ham,"['jos', 'ask', 'u', 'wana', 'meet']"
ham,"['lol', 'yes', 'friendship', 'hanging', 'thread', 'cause', 'u', 'wont', 'buy', 'stuff']"
spam,"['themob', 'check', 'newest', 'selection', 'content', 'game', 'tone', 'gossip', 'babe', 'sport', 'keep', 'mobile', 'fit', 'funky', 'text', 'wap']"
ham,"['garage', 'key', 'arent', 'bookshelf']"
ham,"['today', 'accept', 'dayu', 'accept', 'brother', 'sister', 'lover', 'dear', 'best', 'clos', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rply', 'mean', 'enemy']"
spam,"['think', 'ur', 'smart', 'win', 'week', 'weekly', 'quiz', 'text', 'play', 'nowtcs', 'winnersclub', 'po', 'box', 'uz', 'gbpweek']"
ham,"['say', 'hell', 'give', 'call', 'friend', 'got', 'money', 'definitely', 'buying', 'end', 'week']"
ham,"['hi', 'way', 'wa', 'u', 'day', 'normal', 'waythis', 'real', 'ur', 'uniquei', 'hope', 'know', 'u', 'rest', 'mylife', 'hope', 'u', 'find', 'wot', 'wa', 'lost']"
ham,"['made', 'day', 'great', 'day']"
ham,"['kkadvance', 'happy', 'pongal']"
ham,"['hmmm', 'guess', 'go', 'kb', 'n', 'power', 'yoga', 'haha', 'dunno', 'tahan', 'power', 'yoga', 'anot', 'thk', 'got', 'lo', 'oso', 'forgot', 'liao']"
ham,"['really', 'dude', 'friend', 'im', 'afraid']"
spam,"['december', 'mobile', 'mths', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'co', 'free']"
ham,"['coffee', 'cake', 'guess']"
ham,"['merry', 'christmas', 'babe', 'love', 'ya', 'kiss']"
ham,"['hey', 'dont', 'go', 'watch', 'x', 'men', 'lunch', 'haha']"
ham,"['cud', 'u', 'tell', 'ppl', 'im', 'gona', 'b', 'bit', 'l', 'co', 'bus', 'hav', 'gon', 'past', 'co', 'full', 'im', 'still', 'waitin', 'pete', 'x']"
ham,"['would', 'great', 'well', 'guild', 'could', 'meet', 'bristol', 'road', 'somewhere', 'get', 'touch', 'weekend', 'plan', 'take', 'flight', 'good', 'week']"
ham,['problem']
ham,"['callsmessagesmissed', 'call']"
ham,"['hi', 'dahow', 'today', 'class']"
ham,"['id', 'say', 'thats', 'good', 'sign', 'well', 'know', 'track', 'record', 'reading', 'woman']"
ham,"['cool', 'text', 'youre', 'parked']"
ham,"['im', 'reading', 'text', 'sent', 'meant', 'joke', 'read', 'light']"
ham,"['kkapo', 'kgood', 'movie']"
ham,"['maybe', 'could', 'get', 'book', 'tomo', 'return', 'immediately', 'something']"
spam,"['call', 'germany', 'penny', 'per', 'minute', 'call', 'fixed', 'line', 'via', 'access', 'number', 'prepayment', 'direct', 'access']"
ham,"['chance', 'might', 'evaporated', 'soon', 'violated', 'privacy', 'stealing', 'phone', 'number', 'employer', 'paperwork', 'cool', 'please', 'contact', 'report', 'supervisor']"
spam,"['valentine', 'day', 'special', 'win', 'quiz', 'take', 'partner', 'trip', 'lifetime', 'send', 'go', 'pmsg', 'rcvd', 'custcare']"
ham,"['tadaaaaa', 'home', 'babe', 'still']"
ham,"['cool', 'come', 'havent', 'wined', 'dined']"
ham,"['sleepingand', 'surfing']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['u', 'calling', 'right', 'call', 'hand', 'phone']"
ham,"['ok', 'thats', 'great', 'thanx', 'lot']"
ham,"['take', 'post', 'ha', 'come', 'must', 'text', 'happy', 'reading', 'one', 'wiv', 'hello', 'caroline', 'end', 'favourite', 'bless']"
ham,"['u', 'hiding', 'stranger']"
ham,"['interested', 'like']"
ham,"['sister', 'cleared', 'two', 'round', 'birla', 'soft', 'yesterday']"
ham,"['gudnitetcpractice', 'going']"
ham,"['dis', 'yijue', 'jus', 'saw', 'ur', 'mail', 'case', 'huiming', 'havent', 'sent', 'u', 'num', 'dis', 'num']"
ham,"['one', 'small', 'prestige', 'problem']"
spam,"['fancy', 'shag', 'dointerested', 'sextextukcom', 'txt', 'xxuk', 'suzy', 'txts', 'cost', 'per', 'msg', 'tncs', 'website', 'x']"
ham,"['checking', 'really', 'miss', 'seeing', 'jeremiah', 'great', 'month']"
ham,"['nah', 'cant', 'help', 'ive', 'never', 'iphone']"
ham,"['youre', 'car', 'hour', 'half', 'im', 'going', 'apeshit']"
ham,"['today', 'sorry', 'day', 'ever', 'wa', 'angry', 'ever', 'misbehaved', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', 'im', 'basically', 'good']"
ham,"['yo', 'guy', 'ever', 'figure', 'much', 'need', 'alcohol', 'jay', 'trying', 'figure', 'much', 'safely', 'spend', 'weed']"
ham,"['ltgt', 'ish', 'minute', 'wa', 'minute', 'ago', 'wtf']"
ham,"['thank', 'callingforgot', 'say', 'happy', 'onam', 'sirjii', 'fine', 'remembered', 'met', 'insurance', 'personmeet', 'qatar', 'insha', 'allahrakhesh', 'ex', 'tata', 'aig', 'joined', 'tisscotayseer']"
spam,"['congratulation', 'ur', 'awarded', 'cd', 'voucher', 'gift', 'guaranteed', 'free', 'entry', 'wkly', 'draw', 'txt', 'music', 'tncs', 'wwwldewcomwinppmxage']"
spam,"['ur', 'cashbalance', 'currently', 'pound', 'maximize', 'ur', 'cashin', 'send', 'cash', 'pmsg', 'cc', 'hgsuitelands', 'rowwjhl']"
ham,"['im', 'actor', 'work', 'work', 'evening', 'sleep', 'late', 'since', 'im', 'unemployed', 'moment', 'always', 'sleep', 'late', 'youre', 'unemployed', 'every', 'day', 'saturday']"
ham,"['hello', 'got', 'st', 'andrewsboy', 'long', 'way', 'cold', 'keep', 'posted']"
ham,"['ha', 'ha', 'cool', 'cool', 'chikku', 'chikkudb']"
ham,"['oh', 'ok', 'prob']"
ham,"['check', 'audreys', 'status', 'right']"
ham,"['busy', 'trying', 'finish', 'new', 'year', 'looking', 'forward', 'finally', 'meeting']"
ham,"['good', 'afternoon', 'sunshine', 'dawn', 'day', 'refreshed', 'happy', 'alive', 'breathe', 'air', 'smile', 'think', 'love', 'always']"
ham,"['well', 'know', 'z', 'take', 'care', 'worry']"
spam,"['updatenow', 'xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'double', 'min', 'txt', 'orange', 'call', 'mobileupd', 'calloptoutfq']"
spam,"['discount', 'code', 'rp', 'stop', 'message', 'reply', 'stop', 'wwwregalportfoliocouk', 'customer', 'service']"
ham,"['wat', 'uniform', 'get']"
ham,"['cool', 'text', 'youre', 'ready']"
ham,"['hello', 'boytoy', 'geeee', 'miss', 'already', 'woke', 'wish', 'bed', 'cuddling', 'love']"
ham,"['spoil', 'bed', 'well']"
ham,"['im', 'going', 'bath', 'msg', 'next', 'ltgt', 'min']"
ham,"['cant', 'keep', 'talking', 'people', 'sure', 'pay', 'agree', 'price', 'pls', 'tell', 'want', 'really', 'buy', 'much', 'willing', 'pay']"
spam,"['thanks', 'ringtone', 'order', 'reference', 'charged', 'gbp', 'per', 'week', 'unsubscribe', 'anytime', 'calling', 'customer', 'service']"
ham,"['say', 'happen']"
ham,"['could', 'seen', 'mei', 'didt', 'recognise', 'face']"
ham,"['well', 'lot', 'thing', 'happening', 'lindsay', 'new', 'year', 'sigh', 'bar', 'ptbo', 'blue', 'heron', 'ha', 'something', 'going']"
ham,"['keep', 'payasam', 'rinu', 'brings']"
ham,"['taught', 'ranjith', 'sir', 'called', 'sm', 'like', 'becaus', 'verifying', 'project', 'prabu', 'told', 'today', 'pa', 'dont', 'mistake']"
ham,"['guess', 'thats', 'worried', 'must', 'know', 'way', 'body', 'repair', 'im', 'quite', 'sure', 'shouldnt', 'worry', 'well', 'take', 'slow', 'first', 'test', 'guide', 'ovulation', 'relax', 'nothing', 'youve', 'said', 'reason', 'worry', 'ill', 'keep', 'followin']"
ham,"['yeah', 'sure', 'give', 'couple', 'minute', 'track', 'wallet']"
ham,"['hey', 'leave', 'big', 'deal', 'take', 'care']"
ham,"['hey', 'late', 'ah', 'meet']"
spam,"['double', 'min', 'txts', 'month', 'free', 'bluetooth', 'orange', 'available', 'sony', 'nokia', 'motorola', 'phone', 'call', 'mobileupd', 'calloptoutndx']"
ham,"['took', 'mr', 'owl', 'lick']"
ham,"['customer', 'place', 'call']"
ham,"['mm', 'time', 'dont', 'like', 'fun']"
spam,"['mths', 'half', 'price', 'orange', 'line', 'rental', 'latest', 'camera', 'phone', 'free', 'phone', 'mths', 'call', 'mobilesdirect', 'free', 'update', 'orstoptxt']"
ham,"['yup', 'lunch', 'buffet', 'u', 'eat', 'already']"
ham,"['huh', 'late', 'fr', 'dinner']"
ham,"['hey', 'sat', 'going', 'intro', 'pilate', 'kickboxing']"
ham,"['morning', 'ok']"
ham,"['yes', 'think', 'office', 'lap', 'room', 'think', 'thats', 'last', 'day', 'didnt', 'shut']"
ham,"['pick', 'bout', 'ish', 'time', 'going']"
ham,"['performance', 'award', 'calculated', 'every', 'two', 'monthnot', 'current', 'one', 'month', 'period']"
ham,"['wa', 'actually', 'sleeping', 'still', 'might', 'u', 'call', 'back', 'text', 'gr', 'rock', 'si', 'send', 'u', 'text', 'wen', 'wake']"
ham,"['always', 'putting', 'business', 'put', 'picture', 'facebook', 'one', 'open', 'people', 'ive', 'ever', 'met', 'would', 'think', 'picture', 'room', 'would', 'hurt', 'make', 'feel', 'violated']"
ham,"['good', 'evening', 'sir', 'al', 'salam', 'wahleykkumsharing', 'happy', 'newsby', 'grace', 'god', 'got', 'offer', 'tayseertissco', 'joinedhope', 'fineinshah', 'allahmeet', 'sometimerakheshvisitor', 'india']"
ham,"['hmmmkbut', 'want', 'change', 'field', 'quickly', 'dai', 'wanna', 'get', 'system', 'administrator', 'network', 'administrator']"
spam,"['free', 'ringtone', 'text', 'first', 'poly', 'text', 'get', 'true', 'tone', 'help', 'st', 'free', 'tone', 'xpw', 'end', 'txt', 'stop']"
ham,"['dear', 'chechi', 'talk']"
ham,"['hair', 'cream', 'ha', 'shipped']"
ham,"['none', 'thats', 'happening', 'til', 'get', 'though']"
ham,"['yep', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'ltgt', 'start', 'hour']"
ham,"['haha', 'get', 'used', 'driving', 'usf', 'man', 'know', 'lot', 'stoner']"
ham,"['wa', 'well', 'slightly', 'disastrous', 'class', 'pm', 'fav', 'darling', 'hope', 'day', 'ok', 'coffee', 'wld', 'good', 'cant', 'stay', 'late', 'tomorrow', 'time', 'place', 'always']"
ham,"['hello', 'good', 'week', 'fancy', 'drink', 'something', 'later']"
ham,"['headin', 'towards', 'busetop']"
ham,"['messagesome', 'text', 'missing', 'sendername', 'missing', 'number', 'missing', 'sentdate', 'missing', 'missing', 'u', 'lot', 'thats', 'everything', 'missing', 'sent', 'via', 'fullonsmscom']"
ham,"['come', 'room', 'point', 'iron', 'plan', 'weekend']"
ham,"['co', 'want', 'thing']"
ham,"['okies', 'ill', 'go', 'yan', 'jiu', 'skip', 'ard', 'oso', 'go', 'cine', 'den', 'go', 'mrt', 'one', 'blah', 'blah', 'blah']"
ham,"['bring', 'home', 'wendy']"
spam,"['dating', 'service', 'call', 'boxskch']"
ham,"['whatsup', 'dont', 'u', 'want', 'sleep']"
ham,"['alright', 'new', 'goal']"
spam,"['free', 'entry', 'weekly', 'competition', 'text', 'word', 'win', 'tc', 'wwwtxttowincouk']"
ham,"['alright', 'ill', 'head', 'minute', 'text', 'meet']"
spam,"['send', 'logo', 'ur', 'lover', 'name', 'joined', 'heart', 'txt', 'love', 'name', 'name', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'poboxwwq', 'txtno', 'ad', 'p']"
ham,"['yesfrom', 'last', 'week', 'im', 'taking', 'live', 'call']"
spam,"['someone', 'ha', 'contacted', 'dating', 'service', 'entered', 'phone', 'fancy', 'find', 'call', 'landline', 'poboxntfp']"
ham,"['siva', 'hostel', 'aha']"
spam,"['urgent', 'mobile', 'number', 'ha', 'awarded', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', 'hr']"
ham,"['send', 'ur', 'friend', 'receive', 'something', 'ur', 'voice', 'speaking', 'expression', 'childish', 'naughty', 'sentiment', 'rowdy', 'ful', 'attitude', 'romantic', 'shy', 'attractive', 'funny', 'ltgt', 'irritating', 'ltgt', 'lovable', 'reply']"
ham,"['ok', 'shell', 'ok', 'guess']"
ham,"['aathiwhere', 'dear']"
ham,"['pain', 'urination', 'thing', 'else']"
ham,"['esplanade', 'mind', 'giving', 'lift', 'co', 'got', 'car', 'today']"
ham,"['wnt', 'buy', 'bmw', 'car', 'urgentlyits', 'vry', 'urgentbut', 'hv', 'shortage', 'ltgt', 'lacsthere', 'source', 'arng', 'dis', 'amt', 'ltgt', 'lacsthats', 'prob']"
ham,"['home', 'watching', 'tv', 'lor']"
ham,"['doe', 'usually', 'take', 'fifteen', 'fucking', 'minute', 'respond', 'yes', 'question']"
spam,"['congrats', 'nokia', 'video', 'camera', 'phone', 'call', 'call', 'cost', 'ppm', 'ave', 'call', 'min', 'vary', 'mobile', 'close', 'post', 'bcm', 'ldn', 'wcnxx']"
ham,"['booked', 'ticket', 'pongal']"
ham,"['available', 'im', 'like', 'right', 'around', 'hillsborough', 'amp', 'ltgt', 'th']"
ham,"['message', 'sent', 'askin', 'ltgt', 'dollar', 'shoul', 'pay', 'ltgt', 'ltgt']"
ham,"['ask', 'g', 'iouri', 'ive', 'told', 'story', 'like', 'ten', 'time', 'already']"
ham,"['long', 'doe', 'applebees', 'fucking', 'take']"
ham,"['hi', 'hope', 'u', 'get', 'txtjourney', 'hasnt', 'gdnow', 'min', 'late', 'think']"
ham,"['like', 'love', 'arrange']"
ham,"['yeshe', 'really', 'greatbhaji', 'told', 'kallis', 'best', 'cricketer', 'sachin', 'worldvery', 'tough', 'get']"
ham,"['supposed', 'wake', 'gt']"
ham,"['oic', 'saw', 'tot', 'din', 'c', 'found', 'group', 'liao']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['hey', 'hey', 'werethe', 'monkeespeople', 'say', 'monkeyaround', 'howdy', 'gorgeous']"
ham,"['sorry', 'battery', 'died', 'come', 'im', 'getting', 'gram', 'wheres', 'place']"
ham,"['well', 'done', 'blimey', 'exercise', 'yeah', 'kinda', 'remember', 'wot', 'hmm']"
ham,"['wont', 'get', 'concentration', 'dear', 'know', 'mind', 'everything']"
ham,"['lol', 'made', 'plan', 'new', 'year']"
ham,"['min', 'later', 'k']"
ham,"['hank', 'lotsly']"
ham,"['thanks', 'hope', 'good', 'day', 'today']"
ham,"['kkwhat', 'detail', 'want', 'transferacc', 'enough']"
ham,"['ok', 'tell', 'stay', 'yeah', 'tough', 'optimistic', 'thing', 'improve', 'month']"
spam,"['loan', 'purpose', 'homeowner', 'tenant', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', 'text', 'back', 'help']"
ham,"['si', 'si', 'think', 'ill', 'go', 'make', 'oreo', 'truffle']"
ham,"['look', 'amy', 'ure', 'beautiful', 'intelligent', 'woman', 'like', 'u', 'lot', 'know', 'u', 'dont', 'like', 'like', 'dont', 'worry']"
ham,"['hope', 'thats', 'result', 'consistently', 'intelligent', 'kind', 'start', 'asking', 'practicum', 'link', 'keep', 'ear', 'open', 'best', 'ttyl']"
ham,"['call', 'cost', 'guess', 'isnt', 'bad', 'miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']"
ham,"['going', 'thru', 'different', 'feelingwavering', 'decision', 'coping', 'individualtime', 'heal', 'everything', 'believe']"
ham,"['u', 'go', 'phone', 'gonna', 'die', 'stay']"
ham,"['great', 'never', 'better', 'day', 'give', 'even', 'reason', 'thank', 'god']"
spam,"['upgrdcentre', 'orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', 'offer', 'end', 'th', 'july', 'tc', 'apply', 'optout', 'available']"
ham,"['sorry', 'ill', 'call', 'later', 'ok', 'bye']"
ham,"['ok', 'way', 'railway']"
ham,"['great', 'princess', 'love', 'giving', 'receiving', 'oral', 'doggy', 'style', 'fave', 'position', 'enjoy', 'making', 'love', 'ltgt', 'time', 'per', 'night']"
ham,"['dont', 'put', 'stuff', 'road', 'keep', 'getting', 'slippery']"
ham,"['going', 'ride', 'bike']"
ham,"['yup', 'need', 'ill', 'jus', 'wait', 'e', 'rain', 'stop']"
ham,"['many', 'company', 'tell', 'language']"
spam,"['okmail', 'dear', 'dave', 'final', 'notice', 'collect', 'tenerife', 'holiday', 'cash', 'award', 'call', 'landline', 'tc', 'sae', 'box', 'cwwx', 'ppm']"
ham,"['long', 'ha', 'since', 'screamed', 'princess']"
ham,"['nothing', 'meant', 'money', 'enters', 'account', 'bank', 'remove', 'flat', 'rate', 'someone', 'transfered', 'ltgt', 'account', 'ltgt', 'dollar', 'got', 'removed', 'bank', 'differ', 'charge', 'also', 'differbe', 'sure', 'trust', 'ja', 'person', 'sending', 'account', 'detail', 'co']"
spam,"['want', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'location', 'sent', 'direct', 'ur', 'mob', 'join', 'uk', 'largest', 'dogging', 'network', 'txting', 'moan', 'nyt', 'eca', 'pmsgp']"
ham,"['nice', 'line', 'said', 'broken', 'heart', 'plz', 'dont', 'cum', 'time', 'infront', 'wise', 'trust', 'u', 'good']"
ham,"['ok', 'im', 'gonna', 'head', 'usf', 'like', 'fifteen', 'minute']"
ham,"['love', 'aathilove', 'u', 'lot']"
ham,"['tension', 'ahwhat', 'machiany', 'problem']"
ham,"['k', 'pick', 'another', 'th', 'youre', 'done']"
ham,"['whenre', 'guy', 'getting', 'back', 'g', 'said', 'thinking', 'staying', 'mcr']"
ham,"['almost', 'see', 'u', 'sec']"
ham,"['yo', 'carlos', 'friend', 'already', 'asking', 'working', 'weekend']"
ham,"['watching', 'tv', 'lor']"
ham,"['thank', 'baby', 'cant', 'wait', 'taste', 'real', 'thing']"
ham,"['change', 'fb', 'jaykwon', 'thuglyfe', 'falconerf']"
ham,"['win', 'really', 'side', 'long', 'time']"
spam,"['free', 'message', 'activate', 'free', 'text', 'message', 'replying', 'message', 'word', 'free', 'term', 'condition', 'visit', 'wwwcom']"
ham,"['dear', 'reached', 'railway', 'happen']"
ham,"['depends', 'quality', 'want', 'type', 'sent', 'boye', 'faded', 'glory', 'want', 'ralphs', 'maybe']"
ham,"['think', 'ive', 'fixed', 'send', 'test', 'message']"
ham,"['sorry', 'man', 'account', 'dry', 'would', 'want', 'could', 'trade', 'back', 'half', 'could', 'buy', 'shit', 'credit', 'card']"
spam,"['congrats', 'year', 'special', 'cinema', 'pas', 'call', 'c', 'suprman', 'v', 'matrix', 'starwars', 'etc', 'free', 'bxipwe', 'pm', 'dont', 'miss']"
ham,"['sorryin', 'meeting', 'ill', 'call', 'later']"
ham,"['class', 'ltgt', 'reunion']"
ham,"['free', 'nowcan', 'call']"
ham,"['got', 'meh']"
ham,"['nope', 'think', 'go', 'monday', 'sorry', 'replied', 'late']"
ham,"['told', 'accenture', 'confirm', 'true']"
ham,"['kate', 'jackson', 'rec', 'center', 'ish', 'right']"
ham,"['dear', 'reache', 'room']"
ham,"['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']"
ham,['come']
ham,"['check', 'nuerologist']"
ham,"['lolnice', 'went', 'fish', 'water']"
spam,"['congratulation', 'week', 'competition', 'draw', 'u', 'prize', 'claim', 'call', 'b', 'tcsstop', 'sm', 'ppm']"
ham,"['waiting', 'e', 'car', 'dat', 'bored', 'wat', 'co', 'wait', 'outside', 'got', 'nothing', 'home', 'stuff', 'watch', 'tv', 'wat']"
ham,"['maybe', 'westshore', 'hyde', 'park', 'village', 'place', 'near', 'house']"
ham,"['know', 'hows', 'anthony', 'bringing', 'money', 'ive', 'school', 'fee', 'pay', 'rent', 'stuff', 'like', 'thats', 'need', 'help', 'friend', 'need']"
ham,"['whats', 'significance']"
ham,"['opinion', 'jada', 'kusruthi', 'lovable', 'silent', 'spl', 'character', 'matured', 'stylish', 'simple', 'pls', 'reply']"
ham,"['latest', 'g', 'still', 'scrounge', 'ammo', 'want', 'give', 'new', 'ak', 'try']"
ham,"['prabhaim', 'sorydarealyfrm', 'heart', 'im', 'sory']"
ham,"['lol', 'ok', 'forgiven']"
ham,"['nojst', 'change', 'tat']"
spam,"['guaranteed', 'latest', 'nokia', 'phone', 'gb', 'ipod', 'mp', 'player', 'prize', 'txt', 'word', 'collect', 'ibhltd', 'ldnwh', 'pmtmsgrcvd']"
ham,"['sno', 'competition']"
spam,"['boltblue', 'tone', 'p', 'reply', 'poly', 'mono', 'eg', 'poly', 'cha', 'cha', 'slide', 'yeah', 'slow', 'jamz', 'toxic', 'come', 'stop', 'tone', 'txt']"
spam,"['credit', 'topped', 'httpwwwbubbletextcom', 'renewal', 'pin', 'tgxxrz']"
